Time(ms),UE Id,Serving Cell,Target Cell,Serving SSB SNR(dB),Target SSB SNR(dB),Remarks,
320.50,UE_65,MACRO CELL GNB SECTOR ANT_28,MACRO CELL GNB SECTOR ANT_13,1.719019,26.094571,Handover offset conditions met,
320.50,UE_65,MACRO CELL GNB SECTOR ANT_28,MACRO CELL GNB SECTOR ANT_20,1.719019,10.535036,Handover offset conditions met,
320.50,UE_65,MACRO CELL GNB SECTOR ANT_28,MACRO CELL GNB SECTOR ANT_40,1.719019,8.041750,Handover offset conditions met,
320.50,UE_67,MACRO CELL GNB SECTOR ANT_30,MACRO CELL GNB SECTOR ANT_18,-0.365298,13.364221,Handover offset conditions met,
320.50,UE_72,MACRO CELL GNB SECTOR ANT_30,MACRO CELL GNB SECTOR ANT_18,0.772703,8.216396,Handover offset conditions met,
320.50,UE_58,MACRO CELL GNB SECTOR ANT_33,MACRO CELL GNB SECTOR ANT_12,-7.720286,11.038974,Handover offset conditions met,
320.50,UE_58,MACRO CELL GNB SECTOR ANT_33,MACRO CELL GNB SECTOR ANT_15,-7.720286,9.935018,Handover offset conditions met,
320.50,UE_58,MACRO CELL GNB SECTOR ANT_33,MACRO CELL GNB SECTOR ANT_24,-7.720286,7.914402,Handover offset conditions met,
320.50,UE_58,MACRO CELL GNB SECTOR ANT_33,MACRO CELL GNB SECTOR ANT_36,-7.720286,10.504401,Handover offset conditions met,
320.50,UE_58,MACRO CELL GNB SECTOR ANT_33,MACRO CELL GNB SECTOR ANT_42,-7.720286,6.202301,Handover offset conditions met,
320.50,UE_82,MACRO CELL GNB SECTOR ANT_35,MACRO CELL GNB SECTOR ANT_9,7.644664,17.035161,Handover offset conditions met,
320.50,UE_82,MACRO CELL GNB SECTOR ANT_35,MACRO CELL GNB SECTOR ANT_36,7.644664,19.171178,Handover offset conditions met,
320.50,UE_87,MACRO CELL GNB SECTOR ANT_35,MACRO CELL GNB SECTOR ANT_9,2.052362,16.976053,Handover offset conditions met,
320.50,UE_87,MACRO CELL GNB SECTOR ANT_35,MACRO CELL GNB SECTOR ANT_14,2.052362,9.211623,Handover offset conditions met,
320.50,UE_87,MACRO CELL GNB SECTOR ANT_35,MACRO CELL GNB SECTOR ANT_42,2.052362,10.943430,Handover offset conditions met,
320.50,UE_91,MACRO CELL GNB SECTOR ANT_37,MACRO CELL GNB SECTOR ANT_9,5.403144,16.528942,Handover offset conditions met,
320.50,UE_91,MACRO CELL GNB SECTOR ANT_37,MACRO CELL GNB SECTOR ANT_14,5.403144,15.245388,Handover offset conditions met,
320.50,UE_91,MACRO CELL GNB SECTOR ANT_37,MACRO CELL GNB SECTOR ANT_21,5.403144,19.079216,Handover offset conditions met,
320.50,UE_91,MACRO CELL GNB SECTOR ANT_37,MACRO CELL GNB SECTOR ANT_26,5.403144,17.317946,Handover offset conditions met,
320.50,UE_91,MACRO CELL GNB SECTOR ANT_37,MACRO CELL GNB SECTOR ANT_39,5.403144,15.874209,Handover offset conditions met,
320.50,UE_73,MACRO CELL GNB SECTOR ANT_39,MACRO CELL GNB SECTOR ANT_9,31.819487,38.035995,Handover offset conditions met,
320.50,UE_83,MACRO CELL GNB SECTOR ANT_39,MACRO CELL GNB SECTOR ANT_14,13.734272,20.698870,Handover offset conditions met,
320.50,UE_69,MACRO CELL GNB SECTOR ANT_40,MACRO CELL GNB SECTOR ANT_22,4.268914,12.212142,Handover offset conditions met,
320.50,UE_69,MACRO CELL GNB SECTOR ANT_40,MACRO CELL GNB SECTOR ANT_43,4.268914,17.371361,Handover offset conditions met,
321.00,UE_100,MACRO CELL GNB SECTOR ANT_12,MACRO CELL GNB SECTOR ANT_9,-7.658851,2.562826,Handover offset conditions met,
321.00,UE_100,MACRO CELL GNB SECTOR ANT_12,MACRO CELL GNB SECTOR ANT_15,-7.658851,12.116788,Handover offset conditions met,
321.00,UE_100,MACRO CELL GNB SECTOR ANT_12,MACRO CELL GNB SECTOR ANT_18,-7.658851,11.792961,Handover offset conditions met,
321.00,UE_100,MACRO CELL GNB SECTOR ANT_12,MACRO CELL GNB SECTOR ANT_21,-7.658851,13.167649,Handover offset conditions met,
321.00,UE_100,MACRO CELL GNB SECTOR ANT_12,MACRO CELL GNB SECTOR ANT_24,-7.658851,-1.006904,Handover offset conditions met,
